Unique ID,Last Name,First Name,Title of the Presentation ,Year ,Summary,Topics (L),Region (L),Sub-region,Checked,,Notes
GanCat,Ganga-León,Catalina,El trabajo emocional de cuidadoras/es remuneradas/os y no remuneradas/ os de personas mayores: Una exploración desde los regímenes de cuidados latinoamericanos y europeos,2023,"Los cuidados se ven atravesados inexorablemente por el género, generando un problema de desigualdad y naturalización de éstos. Esta revisión sistemática indaga el conocimiento académico generado sobre el trabajo de cuidados no remunerado y familiar en Iberoamérica, dando cuenta de sus principales perspectivas y contenidos, y los factores de género asociados a las mismos. Consultamos cinco bases de datos, considerándose artículos empíricos publicados entre los años 2009 y 2014, con indexación ISI, SCOPUS y SCIELO, en idioma inglés, español y portugués. La muestra final fue de 51 artículos, sometidos a análisis de frecuencias y porcentajes, y análisis cualitativo de contenido. Los resultados evidencian la predominancia de la perspectiva biomédica al comprender los cuidados, y el escaso ejercicio reflexivo en torno a la comprensión que se posee de éste. Discutimos la necesidad de posicionar los cuidados como eje central de la vida humana, reorganizándolos y colectivizándolos socialmente.",Affect;Aging;Gender;Labor;Market services;Social care;Social practices,Latin America;Western Europe,N/A,FALSE,,
GheNat,Gherardi,Natalia,Interrelaciones entre actores para promover el cuidado desde un enfoque de derechos: el rol de la sociedad civil en el impulso de los cambios normativos y en las prácticas laborales,2023,N/A,Aging;Citizenship;Class;Disability;Gender;Governance;Labor;Market services;Queer;Social care;Social practices,Latin America,N/A,FALSE,,
GomEli,Gómez,Elisa,La agenda regional de cuidados. El trabajo de la FES en ALC,2023,"En México, el cuidado, en términos generales, es proporcionado principalmente por las mujeres en los hogares, en muchas ocasiones de manera precaria o a través de las cadenas globales de cuidados: las principales proveedoras son otras mujeres migrantes de países con economías periféricas en situaciones diversas de desigualdad social y de ejercicio de derechos. Las mujeres cubren los cuidados directos, regularmente enfocados hacia personas de los llamados grupos prioritarios: infancias, personas adultas mayores, enfermas o con alguna discapacidad. Este cuidado directo significa realizar procesos que garantizan higiene, alimentación, movilidad, curación, apoyo emocional, entre otros. Sin embargo, también se cubren en los hogares cuidados indirectos, que son todas aquellas actividades realizadas para proporcionar y asegurar las bases materiales para el cuidado, incluidas la gestión mental1 , el aprovisionamiento y la planificación (Durán, 2018).",Governance;Labor;Social care;Social practices,Latin America,Mexico,FALSE,,
GomSan;ForAnd;EstCar,Gómez;Fornés;Estrada,Sandra Leiva;Andrea Comelin;Carolina Garcés,¿Qué Estado para qué cuidado? Análisis de los principios y derechos de la Constitución chilena vigente y la propuesta de la nueva Constitución,2023,N/A,Citizenship;Governance;Social care;Social practices,Latin America,Chile,FALSE,,
GonEla;LacAle;AngSer,González;Lache;Angel,Elaine Acosta;Alejandra;Sergio,Cuidados y calidad de vida de la vejez en Cuba. La construcción de herramientas para la medición de servicios e iniciativas de cuidados para personas mayores en Cuba,2023,N/A,Aging;Healthcare;Labor;Social care;Social practices,Latin America,Cuba,FALSE,,
GonVan,González,Vanessa Medrano,"Las prácticas de cuidado de padres-varones con sus hijos: convergencias y divergencias de casos de Guadalajara, México y Montevideo, Uruguay",2023,N/A,Gender;Labor;Social care;Social practices,Latin America,"Guadalajara, Mexico; Montevideo, Uruguay",FALSE,,
GotRob,Gottlieb,Robert,Reparations and Redistribution: A Care Politics Framework,2023,"Reparations is a climate justice issue, illustrated by a care (prevention) and repair (mitigation) care politics approach. This paper was presented at the Global Care Work conference in Costa Rica on June 9, 2023.",Class;Environment;Gender;Governance;Race;Social care;Social practices;Theory,N/A,N/A,FALSE,,
HafSad,Haffejee,Sadiyya,The multiple caregiving roles of a sample of South African women,2023,"In South Africa, most children in care have been removed from homes characterized by violence, abuse, poverty, and neglect, with many of these children often exposed to multiple traumatic events. Research points to a strong causal association between child trauma and attachment difficulties. Poor attachment increases children’s risk for a range of externalizing behaviors, with related negative consequences for the child in both the short and long term. Addressing attachment difficulties of children who have experienced disrupted care is therefore vital. This paper reflects critically on the usefulness of eConnect, a trauma informed and attachment-based programme in such cases. It reports the interview-facilitated insights of 11 child and youth care workers (CYCW) from a care facility in Johannesburg, South Africa, who completed the eConnect programme in 2021. The first interviews were conducted in the last eConnect session (2021); follow-up interviews were done in 2022. The resulting insights allow evaluation of the contextual fit of eConnect for CYCW in SA and understanding of which programme aspects had enduring uptake. They nudge continued sensitivity to situational and cultural dynamics to optimize programme efficacy and best enable care workers.",Gender;Labor;Social care;Social practices,Southern Africa,South Africa,FALSE,,
HanMar;RodJes;YavMeh,Hande;Rodriguez;Yavuz,Mary Jean;Jesusa;Mehmet,"Can academic research enhance migrant justice in COVID times? Tensions in working towards reflexive, ethical, and responsive pandemic research with im/ migrant care workers",2023,N/A,Ethics;Labor;Market services;Migration;Social care;Social practices;Theory,N/A,N/A,FALSE,,
HerSar,Herold,Sarah,La agenda de cuidados en el trabajo de cooperación internacional de la FES,2023,N/A,Governance;Labor;Market services;Social care;Social practices,Latin America,Chile,FALSE,,
HidRox,Hidalgo,Roxana,"Nómadas de la miseria, arquitectas de la palabra. Praxis política desde el trabajo doméstico",2023,N/A,Class;Gender;Governance;Labor;Market services;Social care;Social practices;Theory,N/A,N/A,FALSE,,
HilSof,Hiltner,Sofia,The Medicalization of Loneliness Among Older Adults,2023,N/A,Aging;Healthcare;Social care;Social practices,N/A,N/A,FALSE,,
HrzMaj;BreMaj,Hrženjak;Breznik,Majda;Maja,Care Migration at the European semi-periphery: the case of senior care at the crossroads of Central and Eastern Europe and the Western Balkans,2023,"The chapter, contributed by Majda Hrženjak and Maja Breznik, Multiple interacting migration patterns in senior care on Europe’s semi-periphery, focuses on care movements in Slovenian senior care against the backdrop of the country’s historical ties with the Western Balkans and its geopolitical location in the Eastern European semi-periphery, understood as a hybrid position between the European core and periphery. The authors argue that semi-peripheral countries act as complex nodes of care migration where emigration, transit and immigration interact. Poor working conditions in the semi-peripheral welfare state contribute to the care drain of local care workers to neighbouring core countries, where they find a job in irregular or quasi-regular care markets supported by public funding. Simultaneously, it maintains cost containment by filling the care deficit with migrant care workers from peripheral former Yugoslav countries, where the pool of available care jobs is scarce and the working conditions even worse. Semi-peripheral countries compete with core countries for care workers from the periphery, which creates new dimensions of transnational care mobility.",Aging;Labor;Market services;Migration;Social care;Social practices,Eastern Europe,Western Balkans,FALSE,,
IbaMar,Ibáñez,María Nieves Rico,Nuevas formas de cuidar en nuevos arreglos familiares,2023,N/A,Gender;Labor;Social care;Social practices,N/A,N/A,FALSE,,
IceEri,Ice,Erin,"Doing independence, awaiting danger: Recovery and care styles in the aftermath of a stroke",2023,N/A,Affect;Disability;Healthcare;Social care;Theory,N/A,N/A,FALSE,,
JabEri,Jablonski,Erica,Expanding the caregiving team to adapt to a changing world,2023,"This study compared different types of full-time caregiver (e.g., children, older adults, COVID-19 patients) and subgroups (e.g., disability, race/ethnicity, sexual orientation) in the United States during the COVID-19 pandemic for potentially meaningful distinctions.",Gender;Labor;Market services;Social care;Social practices,United States,N/A,FALSE,,
JaiMar;HerPau;HerHel,Jaimes;Herrera-Idárraga;Hernández,Martha Susana;Paula;Helena María,Care-led vs. Care-leading Growth? The role of local care infrastructure in Colombia,2023,N/A,Class;Governance;Social care;Social practices,Latin America,Colombia,FALSE,,
JanEri,Janko,Erica,Advocating for Care: Older Adults’ Strategies for Political Advocacy in the midst of Uncertain Political Outcomes,2023,N/A,Aging;Class;Governance;Healthcare;Labor;Social care;Social practices,N/A,N/A,FALSE,,
JimPam,Jiménez-Fontana,Pamela ,Desigualdades de género en las transferencias intergeneracionales,2023,N/A,Class;Gender;Social practices,Latin America,Costa Rica,FALSE,,
KabLor,Kab'nal,Lorena,"Reciprocidad como Principio de Cosmogonía Maya, para el Cuidado de la Red de la Vida: Reflexiones del Feminismo Comunitario Territorial desde IximulewGuatemala",2023,N/A,Ethics;Gender;Social care;Social practices;Theory,Latin America,"lximulew, Guatemala",FALSE,,
KelChr1;BhuPra;LinJan;PelLor,Kelly;Bhushan;Linton;Pelly,Christine;Pranav;Janice;Lorine,Policy Considerations for Integrating Primary Health and Social Care Workforces,2023,N/A,Governance;Healthcare;Labor;Market services;Social care;Social practices,N/A,N/A,FALSE,,
