Unique ID,Authors,Title of Presentation,Yr Presented,Title of the Work,Yr published,Venue/Publication,Type,Topics/Trends (L),Methodologies,Region (L),Locality,Link,Notes,Who?,Checked?,Zotero?
DorSar,Sara K. Dorow,Claiming the Marginalized: Cultural and Political Tensions in Caring for Abandoned Children in China,2001,"Transnational Adoption A Cultural Economy of Race, Gender, and Kinship",2006,NYU Press,Book,Citizenship;Class;Ethics;Gender;Governance;Labor;Migration;Race;Social care;Social practices,Ethnography;Historical analysis;Interviews;Qualitative,East Asia;United States,China,https://nyupress.org/9780814719725/transnational-adoption/,,,TRUE,FALSE
DorSar,Sara K. Dorow,Claiming the Marginalized: Cultural and Political Tensions in Caring for Abandoned Children in China,2001,Racialized Choices: Chinese Adoption and the `White Noise' of Blackness,2006,Critical Sociology,Journal article,Citizenship;Class;Ethics;Gender;Migration;Race;Social care;Social practices,Discourse analysis;Interviews;Qualitative,United States,N/A,https://journals.sagepub.com/doi/pdf/10.1163/156916306777835277?casa_token=F0tqoXrM9R8AAAAA:h-eANHO6TTTtn8prikitbm9ri-GwDHi21tFjiRC2CrO0erKSvHNpcD-QwKYq6DAJ8FKs0jMf0GWNxg,,,TRUE,FALSE
EliNin,Nina Eliasoph,Raising Good Citizens in a Bad Society: An Ethnographic Study of Conversation about the Wider World,2001,Avoiding Politics: How Americans Produce Apathy in Everyday Life,1998,Cambridge Universiy Press,Book,Citizenship;Governance;Social care;Social practices;Theory,Ethnography;Interviews;Qualitative,United States,N/A,https://www.amazon.com/Avoiding-Politics-Americans-Everyday-Cambridge/dp/052158759X,,,TRUE,FALSE
GanEll,Ellen Gannett,Carework in School-Age Care and Youth Work,2001, Credentialing for Youth Work: Expanding Our Thinking,2016,The Changing Landscape of Youth Work: Theory and Practice for an Evolving Field,Book chapter,Affect;Class;Labor;Market services;Social care;Social practices,N/A,N/A,N/A,https://www.infoagepub.com/products/The-Changing-Landscape-of-Youth-Work,,,TRUE,FALSE
GanEll,Ellen Gannett,Carework in School-Age Care and Youth Work,2001,Before- and After-School Child Care for Elementary School Children,1992,"ssues in Child Care. Yearbook in Early Childhood Education, Volume 3.",Book chapter,Affect;Class;Labor;Market services;Social care;Social practices,N/A,N/A,N/A,https://eric.ed.gov/?id=ed365437,,,TRUE,FALSE
HaySha,Sharon Hays,"Whose ‘Family Values?’: Carework, Citizenship, and Welfare Reform",2001,Flat Broke with Children: Women in the Age of Welfare Reform,2004,Oxford University Press,Book,Citizenship;Class;Gender;Governance;Labor;Market services;Social care;Social practices,Ethnography;Interviews;Qualitative,United States,N/A,https://global.oup.com/academic/product/flat-broke-with-children-9780195176018?cc=us&lang=en&,,,TRUE,FALSE
HunVic;LonAnd;ScoEll,Vicki Hunter;Andrew London;Ellen Scott,The Role of Network-Based Support in the Transition from Welfare to Work,2001,Children and Chronic Health Conditions: Welfare Reform and Health-Related Carework,2002,Child Care and Inequality Re-Thinking Carework for Children and Youth,Book chapter,Citizenship;Class;Disability;Governance;Healthcare;Labor;Market services;Social care;Social practices,Ethnography;Interviews;Qualitative,United States,"Cleveland, Ohio",https://www.routledge.com/Child-Care-and-Inequality-Re-Thinking-Carework-for-Children-and-Youth/Kurz-Cancian-London-Reviere-Tuominen/p/book/9780415933513,,,TRUE,FALSE
LitJac,Jacquelyn Litt,Caregiving in Low-Income Households: The Special Case of Children with Disabilities,2001,Women’s Carework in Low-Income HouseholdsThe Special Case of Children with Attention Deficit Hyperactivity Disorder,2004,Gender and Society,Journal article,Class;Disability;Gender;Governance;Labor;Market services;Race;Social care;Social practices,Interviews;Qualitative,United States,N/A,https://journals.sagepub.com/doi/10.1177/0891243204267399,,,TRUE,FALSE
WinMar;FleCyn,Mary Winter;Cynthia Needles Fletcher,Caregiving in Low-Income Households: The Special Case of Children with Disabilities,2001,Tracking the Transition from Welfare to Work,2008,Journal of Sociology and Social Welfare,Journal article,Class;Disability;Gender;Governance;Labor;Market services;Race;Social care;Social practices,Interviews;Qualitative,United States,N/A,https://scholarworks.wmich.edu/jssw/vol35/iss3/7/,,,TRUE,FALSE
LomNan,Nancy Emerson Lombardo,Carework in Elder Care,2001,Chinese Dementia Specialist Education Program: Training Chinese American Health Care Professionals as Dementia Experts,2002,Home Health Care Services Quarterly,Journal article,Aging;Governance;Labor;Market services;Race;Social care;Social practices,Quantitative;Surveys,United States,"Boston, Massachusetts",https://www.tandfonline.com/doi/epdf/10.1300/J027v21n01_04?needAccess=true,,,TRUE,FALSE
LomNan,Nancy Emerson Lombardo,Carework in Elder Care,2001,Professional caregivers for patients with dementia: Predictors of job and career commitment,2002,American Journal of Alzheimer’s Disease and Other Dementias,Journal article,Affect;Aging;Class;Healthcare;Labor;Market services;Social care;Social practices,Quantitative;Surveys,United States,"Boston, Massachusetts",https://journals.sagepub.com/doi/pdf/10.1177/153331750201700604,,,TRUE,FALSE
MarNan,Nancy L. Marshall,Carework in Early Child Care,2001,Nonmaternal care and family factors in early development: An overview of the NICHD Study of Early Child Care,2001,Journal of Applied Developmental Psychology,Journal article,Class;Healthcare;Market services;Social care;Social practices,Surveys;Quantitative,United States,N/A,https://www.sciencedirect.com/science/article/abs/pii/S0193397301000922?via%3Dihub,,,TRUE,FALSE
MarNan,Nancy L. Marshall,Carework in Early Child Care,2001,Early Child Care and Children’s Development Prior to School Entry: Results from the NICHD Study of Early Child Care,2002,American Educational Research Journal,Journal article,Class;Market services;Social care;Social practices,Surveys;Quantitative,United States,N/A,https://journals.sagepub.com/doi/abs/10.3102/00028312039001133,,,TRUE,FALSE
MarNan,Nancy L. Marshall,Carework in Early Child Care,2001,Child-Care Structure → Process → Outcome: Direct and Indirect Effects of Child-Care Quality on Young Children's Development,2002,Psychological Science,Journal article,Governance;Labor;Market services;Social care;Social practices,Surveys;Quantitative,United States,N/A,https://journals.sagepub.com/doi/abs/10.1111/1467-9280.00438,,,TRUE,FALSE
MarNan,Nancy L. Marshall,Carework in Early Child Care,2001,Gender Equity in Early Childhood Education,2003,A World of Difference: Readings on Teaching Young Children in a Diverse Society,Book chapter,Gender;Governance;Labor;Market services;Social care;Social practices,N/A,United States,N/A,https://www.wcwonline.org/Publications-by-author/gender-equity-in-early-childhood-education,,,TRUE,FALSE
MarNan,Nancy L. Marshall,Carework in Early Child Care,2001,"Predicting Individual Differences in Attention, Memory, and Planning in First Graders From Experiences at Home, Child Care, and School",2005,Developmental Psychology,Journal article,Labor;Market services;Social care;Social practices,Surveys;Quantitative,United States,N/A,https://www.researchgate.net/publication/234885463_Predicting_Individual_Differences_in_Attention_Memory_and_Planning_in_First_Graders_From_Experiences_at_Home_Child_Care_and_School,,,TRUE,FALSE
MarNan,Nancy L. Marshall,Carework in Early Child Care,2001,"Workforce Characteristics of Infant and Toddler Caregivers in Centers, Family Child Care Homes and Early Head Start Programs: A Massachusetts Capacity Study Research Brief",2005,Wellesley Centers for Women,Report,Class;Governance;Labor;Market services;Social care;Social practices,Surveys;Quantitative,United States,Massachusetts,https://files.eric.ed.gov/fulltext/ED500767.pdf,,,TRUE,FALSE
MonMol,Molly B. Monahan,Emotion at Work: Hospice Employees' Strategies in Working with the Terminally Ill,2001,PHILOSOPHY AND PRACTICES IN A HOSPICE PHILOSOPHY AND PRACTICES IN A HOSPICE ORGANIZATION,2003,North Carolina State University,Dissertation,Affect;Aging;Class;Gender;Governance;Healthcare;Labor;Market services;Social care;Social practices,Ethnography;Interviews;Qualitative,United States,North Carolina,https://repository.lib.ncsu.edu/server/api/core/bitstreams/fcb6fcd8-5532-4bc6-ba80-7742618473d6/content,,,TRUE,FALSE
NelJul,Julie A. Nelson,Why Does Childcare Pay So Little? A Critical Guide to Common “Explanations”,2001,Of Markets And Martyrs: Is It OK To Pay Well For Care?,1999,Feminist Economics,Journal article,Affect;Class;Ethics;Gender;Governance;Labor;Market services;Metrics;Social care;Social practices;Theory,Discursive analysis;Literature review;Qualitative,United States,N/A,https://www.tandfonline.com/doi/pdf/10.1080/135457099337806?casa_token=vQ137hJkq7kAAAAA:1Yo5qi3AMPQXTVFH8tuY2wB_IeunVZOVdhqE1x4A4_18Vq9W-Bn_IScfzk0Rb4saf878Y-j-szjCtg,,,TRUE,FALSE
NelJul,Julie A. Nelson,Why Does Childcare Pay So Little? A Critical Guide to Common “Explanations”,2001,WHY ARE EARLY EDUCATION AND CARE WAGES SO LOW? A CRITICAL GUIDE TO COMMON EXPLANATIONS,2001,Foundation for Child Development,N/A,Affect;Class;Ethics;Gender;Governance;Labor;Market services;Metrics;Social care;Social practices,N/A,United States,N/A,https://www.fcd-us.org/wp-content/uploads/2016/04/WhyAreEarlyEducationandCareWagesNelson2New.pdf,,,TRUE,FALSE
NelJul;FolNan,Julie A. Nelson;Nancy Folbre,Why Does Childcare Pay So Little? A Critical Guide to Common “Explanations”,2001,For Love or Money--Or Both?,2000,Journal of Economic Perspectives,Journal article,Affect;Aging;Citizenship;Class;Ethics;Gender;Governance;Labor;Market services;Metrics;Social care;Social practices;Theory,Historical analysis;Literature review;Qualitative,N/A,N/A,DOI: 10.1257/jep.14.4.123,,,TRUE,FALSE
NelJul,Julie A. Nelson,Why Does Childcare Pay So Little? A Critical Guide to Common “Explanations”,2001,Care Ethics and Markets: A View from Feminist Economics,2011,Applying Care Ethics to Business,Book chapter,Affect;Class;Ethics;Gender;Governance;Labor;Market services;Metrics;Social care;Social practices;Theory,Historical analysis;Literature review;Qualitative,United States,N/A,https://link.springer.com/chapter/10.1007/978-90-481-9307-3_2,,,TRUE,FALSE
NelMar,Margaret K. Nelson,Where Public and Private Meet: A Privileged Perspective,2001,Like Family: Narratives of Fictive Kinship,2020,Rutgers University Press,Book,Class;Race;Social care;Social practices;Theory,Ethnography;Interviews;Qualitative,N/A,N/A,https://www.jstor.org/stable/j.ctvx1hvnh,,,TRUE,FALSE
NooAnn,Anne Noonan,Two Faces of Meaning in Elder Care,2001,Making the best of it: Themes of meaning among informal caregivers to the elderly,1996,Journal of Aging Studies,Journal article,Affect;Aging;Healthcare;Labor;Social care;Social practices;Theory,Interviews;Qualitative,N/A,N/A,"https://www.sciencedirect.com/science/article/abs/pii/S0890406596900043#:~:text=Several%20general%20themes%20of%20caregiver,What%20Needs%20to%20Be%20Done.",,,TRUE,FALSE
NooAnn,Anne Noonan,Two Faces of Meaning in Elder Care,2001,The Role of Religion/Spirituality in Coping With Caregiving for Disabled Elders ,1998,The Gerontologist,Journal article,Affect;Aging;Disability;Ethics;Healthcare;Labor;Social care;Social practices;Theory,Interviews;Quantitative,United States,Massachusetts,https://academic.oup.com/gerontologist/article/38/4/463/631269,,,TRUE,FALSE
OakLau,Laury Oaks,Catholic Hospitals and Differential Access to Reproductive Health Care,2001,Catholic Church,2004,Poverty in the United States,Book chapter,Class;Ethics;Gender;Governance;Healthcare;Market services;Social care;Social practices,N/A,United States,N/A,https://www.bloomsbury.com/us/poverty-in-the-united-states-9781576076088/,,,TRUE,FALSE
RodEve,Evelyn Ibatan Rodriguez,"Mothers of (Re-)Invention, Children of Innovation: How Cultural Care is Given and Received in “Mixed” Filipino-White Families",2001, Dalaga na!: Gender and Youth Studies Come of Age in Filipinx Studies,2022,"FILIPINX AMERICAN STUDIES RECKONING, RECLAMATION, TRANSFORMATION",Book chapter,Citizenship;Childcare;Cultural care;Gender;Migration;Race;Social practices,N/A,United States,N/A,https://www.fordhampress.com/9780823299584/filipinx-american-studies/,,,TRUE,FALSE
RodEve,Evelyn Ibatan Rodriguez,"Mothers of (Re-)Invention, Children of Innovation: How Cultural Care is Given and Received in “Mixed” Filipino-White Families",2001,Celebrating debutantes and quinceañeras: Coming of age in American ethnic communities,2013,Temple University Press,Book,Citizenship;Gender;Cultural care;Migration;Race;Social practices,Interviews;Qualitative,United States,N/A,https://www.amazon.com/Celebrating-Debutantes-Quincea%C3%B1eras-American-Communities/dp/1439906289,,,TRUE,FALSE
TriRos,Rossana Trifiletti,Caring as a Socially Recognized Value or the Ethics of the Gift in Italy,2001,Caregiving in Transition in Southern Europe: Neither Complete Altruists nor Free-riders,2004,Social Policy Administration ,Journal article,Childcare;Cultural care;Eldercare;Ethics;Gender;Governance;Labor;Market services;Social care;Social movements;Social practices,Interviews;Qualitative,Southern Europe,Italy;France;Portugal,https://doi.org/10.1111/j.1467-9515.2004.00413.x,,,TRUE,FALSE
UttLyn,Lynet Uttal,Transforming Informal Child Care into Certified Family Child Care in the Latino Community,2001,"Liminal cultural work in family childcare: Latino immigrant family childcare providers and bicultural childrearing in the United States, 2002-2004",2010,Paedagogica Historica,Journal article,Childcare;Cultural care;Labor;Market services;Migration;Race;Social care;Social practices,Ethnography;Qualitative;Theory,United States,N/A,https://www.researchgate.net/publication/49797574_Liminal_cultural_work_in_family_childcare_Latino_immigrant_family_childcare_providers_and_bicultural_childrearing_in_the_United_States_2002-2004,,,TRUE,FALSE
WhiJul1,Julie Whitaker,They’re Just Not Learning It In the Home Anymore: Healthcare Employers’ Implicit Gender Contract with Nursing Assistants,2001,Seeking Compassionate Women: The Crisis in Low-wage Health Care Work,2003,University of Wisconsin-Madison,Dissertation,Class;Gender;Healthcare;Labor;Market services;Social care;Social practices,Interviews,United States,N/A,https://search.worldcat.org/title/54090265,,,TRUE,FALSE
ZerSal,Sal Zerilli,"Situating Socialization: How Interactions Between Adults Shape the Ways Infants are
Drawn into Social Life",2001,Socialization,2007,"The Wiley Blackwell Encyclopedia of Sociology, 2nd Edition",Book chapter,Aging;Childcare;Social care;Social practices,Ethnography;Qualitative;Theory,N/A,N/A,https://onlinelibrary.wiley.com/doi/book/10.1002/9781405165518,,,TRUE,FALSE
FitHea,Heather Fitz Gibbon,Learning to Mother : The Definition of Motherhood by Participants in a Welfare Reform Parenting Class,2002,Learning to Mother : The Definition of Motherhood by Participants in a Welfare Reform Parenting Class,2010,International Journal of Sociology of the Family,Journal article,Class;Social practices;Gender,Interviews;Qualitative;Theory;,United States,Ohio,,,,FALSE,FALSE
KohSun;McdMau,Koh Sun-Kang;Maurice McDonald,"Financial Reciprocity and Elder Care: Understanding Multiple, Interdependent Resource
Transfers",2002,Financial Reciprocity and Elder Care: Interdependent Resource Transfers,2006,Journal of Family and Economid Issues,Journal article,Class;Aging;Social care,Qualitative;Quantitative,United States,Wisconsin,,,,FALSE,FALSE
